timestamp,x,y,z,qx,qy,qz,qw
000216,108.169,-55.2493,32.0444,-0.0477624,0.0359916,-0.166063,0.9843
000217,108.639,-55.3829,32.0081,-0.0479898,0.0359603,-0.14979,0.986898
000218,109.111,-55.5155,31.991,-0.045376,0.0363587,-0.138268,0.988686
000219,109.591,-55.64,31.9673,-0.0435321,0.0364947,-0.130455,0.989826
000220,110.089,-55.7536,31.9395,-0.0447583,0.0367198,-0.123759,0.990622
000221,110.587,-55.8606,31.9034,-0.0473651,0.0373028,-0.119104,0.99105
000222,111.104,-55.9669,31.8726,-0.0505237,0.0371833,-0.115604,0.991312
000223,111.624,-56.0738,31.8403,-0.0533427,0.0358174,-0.114319,0.991364
000224,112.154,-56.1947,31.8158,-0.0538626,0.0346461,-0.113639,0.991456
000225,112.692,-56.3231,31.7876,-0.0528132,0.0329669,-0.114799,0.991436
000226,113.238,-56.4558,31.7594,-0.0519044,0.0299766,-0.11706,0.991314
000227,113.798,-56.5928,31.7313,-0.0521422,0.0278896,-0.118885,0.991146
000228,114.374,-56.7276,31.7001,-0.0541778,0.0281462,-0.121017,0.990771
000229,114.972,-56.8692,31.6694,-0.0555286,0.0300643,-0.124093,0.990259
000230,115.578,-57.0273,31.6477,-0.054796,0.0321526,-0.126315,0.989954
000231,116.186,-57.1908,31.6217,-0.0529659,0.0347286,-0.128497,0.989685
000232,116.81,-57.3584,31.5922,-0.0519848,0.0369157,-0.129946,0.989469
000233,117.444,-57.5334,31.5579,-0.0500231,0.0371256,-0.131625,0.98934
000234,118.075,-57.7105,31.5251,-0.0484143,0.0356001,-0.132244,0.989394
000235,118.726,-57.8887,31.4947,-0.0473893,0.0324399,-0.131713,0.989623
000236,119.385,-58.0642,31.4605,-0.0487349,0.0293836,-0.131128,0.989731
000237,120.053,-58.2385,31.4214,-0.0499519,0.0278512,-0.130027,0.98986
000238,120.743,-58.4209,31.3876,-0.0492497,0.0296443,-0.128514,0.99004
000239,121.442,-58.6049,31.3593,-0.0473949,0.0331727,-0.127985,0.990087
000240,122.16,-58.7888,31.3282,-0.0471295,0.0359495,-0.12644,0.990202
000241,122.88,-58.9682,31.2919,-0.0487304,0.0361484,-0.125484,0.990238
000242,123.604,-59.1441,31.2478,-0.0512256,0.0343088,-0.124469,0.990306
000243,124.351,-59.3286,31.2088,-0.0517327,0.0319842,-0.122266,0.990632
000244,125.1,-59.5123,31.1637,-0.0514517,0.0307666,-0.12016,0.990943
000245,125.861,-59.6998,31.1279,-0.0500174,0.0314048,-0.118497,0.991196
000246,126.648,-59.8894,31.0938,-0.0485538,0.032606,-0.11647,0.991471
000247,127.438,-60.0762,31.0531,-0.0475785,0.0337447,-0.115512,0.991592
000248,128.223,-60.2661,31.0096,-0.0460122,0.0347184,-0.115281,0.991659
000249,129.032,-60.4608,30.97,-0.0443128,0.0355997,-0.11483,0.991758
000250,129.833,-60.6451,30.9251,-0.0442175,0.0362736,-0.114726,0.991749
000251,130.652,-60.8272,30.8808,-0.046569,0.0357415,-0.114474,0.99169
000252,131.465,-61.0052,30.832,-0.0492297,0.0344955,-0.114616,0.991589
000253,132.283,-61.1844,30.7904,-0.0530691,0.034377,-0.115019,0.991349
000254,133.119,-61.3678,30.7428,-0.0561843,0.0351661,-0.116091,0.991024
000255,133.958,-61.5575,30.6988,-0.0574207,0.0360614,-0.117573,0.990747
000256,134.785,-61.7557,30.6583,-0.0576211,0.0359836,-0.119207,0.990543
000257,135.619,-61.9565,30.6076,-0.05739,0.0349511,-0.120061,0.99049
000258,136.453,-62.171,30.5744,-0.0540978,0.0349574,-0.12114,0.990544
000259,137.282,-62.3871,30.5334,-0.0511923,0.0346202,-0.121175,0.990705
000260,138.121,-62.5974,30.4978,-0.0499901,0.034273,-0.121909,0.990689
000261,138.951,-62.8019,30.4543,-0.0515437,0.035787,-0.122889,0.990435
000262,139.791,-63.0086,30.4103,-0.0528263,0.03883,-0.123131,0.990222
000263,140.627,-63.2131,30.3633,-0.0539064,0.0406921,-0.123645,0.990025
000264,141.448,-63.4218,30.3212,-0.0536296,0.0377856,-0.124375,0.990064
000265,142.254,-63.6333,30.2801,-0.0510428,0.0304578,-0.124151,0.990481
000266,143.065,-63.8451,30.2523,-0.0498992,0.0262777,-0.123748,0.99071
000267,143.896,-64.059,30.2084,-0.0495429,0.0303041,-0.123867,0.990598
000268,144.728,-64.2699,30.1706,-0.0469991,0.0400433,-0.123324,0.990444
000269,145.561,-64.4833,30.1343,-0.0445501,0.0474324,-0.123317,0.990231
000270,146.364,-64.6747,30.0838,-0.0467881,0.0454586,-0.122419,0.990332
000271,147.161,-64.8601,30.0304,-0.0507716,0.0383918,-0.121422,0.990558
000272,147.967,-65.0539,29.969,-0.0512501,0.0339259,-0.120949,0.990754
000273,148.77,-65.2535,29.9336,-0.0490845,0.0334064,-0.119721,0.991031
000274,149.578,-65.4449,29.897,-0.0480323,0.0342326,-0.118405,0.991212
000275,150.39,-65.6332,29.8588,-0.0481794,0.034068,-0.117022,0.991375
000276,151.184,-65.8133,29.8182,-0.0489394,0.0336426,-0.114168,0.991685
000277,151.984,-65.9908,29.7825,-0.0505883,0.0337849,-0.112846,0.991749
000278,152.781,-66.1583,29.7382,-0.0537871,0.0342942,-0.111416,0.991724
000279,153.579,-66.3283,29.6989,-0.0545482,0.0354661,-0.110552,0.991738
000280,154.375,-66.5098,29.659,-0.0532329,0.0371511,-0.110278,0.991779
000281,155.17,-66.6847,29.6202,-0.0526729,0.0376415,-0.109354,0.991892
000282,155.954,-66.8569,29.5773,-0.0520548,0.0363831,-0.10792,0.992129
000283,156.734,-67.0305,29.5359,-0.0496347,0.0344885,-0.105896,0.992539
000284,157.523,-67.1986,29.4946,-0.0487704,0.0342559,-0.10247,0.992949
000285,158.308,-67.3574,29.4483,-0.0478025,0.036713,-0.0992408,0.993236
000286,159.089,-67.5103,29.4043,-0.0462539,0.0407917,-0.0966292,0.993408
000287,159.888,-67.6592,29.3676,-0.0456288,0.0456421,-0.0942383,0.993456
000288,160.666,-67.7953,29.3017,-0.0474043,0.0468771,-0.0924508,0.993483
000289,161.457,-67.9291,29.2484,-0.0486971,0.0447992,-0.0896966,0.993769
000290,162.242,-68.0635,29.1983,-0.0485281,0.0403185,-0.08622,0.994276
000291,163.02,-68.2005,29.1454,-0.0471986,0.03777,-0.0833118,0.994688
000292,163.83,-68.3281,29.0967,-0.0465121,0.0384129,-0.0796789,0.994994
000293,164.631,-68.4398,29.0439,-0.0492341,0.0402954,-0.0758078,0.995091
000294,165.436,-68.5446,28.9922,-0.0518446,0.0399302,-0.0719399,0.99526
000295,166.243,-68.6473,28.9414,-0.0527234,0.0379063,-0.0667598,0.995654
000296,167.055,-68.7497,28.8888,-0.0519985,0.0369298,-0.0624426,0.996009
000297,167.874,-68.8399,28.8357,-0.0519368,0.0383716,-0.0587488,0.996182
000298,168.699,-68.9228,28.7793,-0.0529518,0.0417089,-0.0544749,0.996237
000299,169.527,-68.9962,28.7234,-0.0539149,0.0446639,-0.050803,0.996252
000300,170.349,-69.0703,28.6631,-0.0536675,0.0465657,-0.0465365,0.996386
000301,171.172,-69.1392,28.5982,-0.0535753,0.0475297,-0.0434804,0.996484
000302,171.997,-69.2072,28.5324,-0.0533063,0.0468027,-0.0416547,0.996611
000303,172.812,-69.2623,28.4705,-0.0555347,0.0445255,-0.0389134,0.996704
000304,173.625,-69.31,28.4033,-0.0584358,0.0415256,-0.0368671,0.996746
000305,174.447,-69.3601,28.3394,-0.0595204,0.0403722,-0.0357371,0.99677
000306,175.272,-69.4105,28.2819,-0.0599057,0.0435149,-0.0338927,0.996679
000307,176.104,-69.459,28.2114,-0.0605745,0.0480624,-0.0332173,0.996452
000308,176.935,-69.5045,28.1489,-0.0608933,0.0521004,-0.0311079,0.996298
000309,177.743,-69.5538,28.0777,-0.0586847,0.0503629,-0.028773,0.99659
000310,178.561,-69.605,28.0181,-0.0540534,0.0462973,-0.0267081,0.997107
000311,179.367,-69.6462,27.9502,-0.0528046,0.04385,-0.0228486,0.99738
000312,180.185,-69.6692,27.8709,-0.0544685,0.0443912,-0.0192946,0.997342
000313,181.012,-69.6936,27.8025,-0.0521962,0.0470184,-0.0158903,0.997403
000314,181.842,-69.7182,27.7382,-0.0493252,0.0492607,-0.0120444,0.997495
000315,182.671,-69.739,27.6601,-0.0456547,0.051324,-0.00918954,0.997596
000316,183.505,-69.7537,27.5909,-0.0430269,0.0514769,-0.00655478,0.997725
000317,184.335,-69.7614,27.5214,-0.0415055,0.0485306,-0.00310132,0.997954
000318,185.152,-69.7751,27.44,-0.037464,0.0434421,0.000269906,0.998353
000319,185.988,-69.7847,27.3782,-0.0335501,0.0421224,0.00374889,0.998542
000320,186.835,-69.7749,27.304,-0.0344324,0.0458967,0.00695659,0.998328
000321,187.687,-69.744,27.2234,-0.0383301,0.0520373,0.00909529,0.997868
000322,188.535,-69.7138,27.1496,-0.0406045,0.0560625,0.0117893,0.997532
000323,189.374,-69.6877,27.0658,-0.0402967,0.0548362,0.0136571,0.997588
000324,190.213,-69.6564,26.9941,-0.041455,0.050292,0.014592,0.997767
000325,191.035,-69.6143,26.9015,-0.0464846,0.045278,0.016645,0.997753
000326,191.884,-69.5818,26.8241,-0.0464516,0.0437109,0.0173895,0.997812
000327,192.73,-69.5554,26.7613,-0.0435853,0.046365,0.0187431,0.997797
000328,193.583,-69.5289,26.683,-0.0426334,0.0500431,0.018806,0.997659
000329,194.447,-69.4952,26.5997,-0.0433858,0.052688,0.0181692,0.997503
000330,195.295,-69.4596,26.5249,-0.0435025,0.0526898,0.0194186,0.997474
000331,196.14,-69.4261,26.4389,-0.0417129,0.0481126,0.0204638,0.997761
000332,196.982,-69.4042,26.3702,-0.0377478,0.0432114,0.0210698,0.99813
